store_id,product_id,quantity,safety_stock,last_restocked_at
1,64,471,15,2024-10-27 0:48
1,65,274,28,2024-02-27 20:07
1,66,366,8,2025-10-13 13:23
1,67,232,35,2024-01-25 8:29
1,68,52,26,2023-04-04 0:34
1,69,347,22,2025-03-14 14:52
1,70,34,13,2025-08-12 20:59
1,71,463,9,2023-05-26 6:55
1,72,494,42,2023-10-06 16:47
1,73,357,41,2025-01-31 15:52
1,74,178,17,2024-03-13 23:05
1,75,274,8,2025-04-30 0:48
1,76,425,25,2023-11-13 15:05
1,77,454,34,2024-01-22 22:53
1,78,413,42,2024-08-23 11:56
1,79,392,47,2025-09-13 2:22
1,80,130,7,2024-02-26 21:16
1,81,215,45,2024-01-27 6:29
1,82,263,29,2024-03-28 9:04
1,83,239,18,2023-08-08 17:18
1,84,31,5,2024-01-14 21:01
1,85,347,38,2023-09-09 3:17
1,86,267,30,2025-02-18 7:33
1,87,222,9,2024-11-20 12:09
1,88,265,27,2023-01-14 4:13
1,89,403,22,2023-11-08 20:40
1,90,306,31,2025-02-08 18:10
1,91,446,33,2025-04-07 7:41
1,92,379,31,2024-12-09 9:48
1,93,409,7,2025-03-09 3:21
1,94,339,15,2025-09-18 17:01
1,95,493,22,2024-03-24 18:39
1,96,399,50,2024-09-03 23:19
1,97,193,27,2024-05-23 8:08
1,98,102,16,2023-04-10 19:59
1,99,434,25,2025-06-09 22:30
1,100,452,27,2024-08-01 2:10
1,101,87,16,2024-10-20 9:17
1,102,248,28,2025-08-01 17:01
1,103,438,23,2023-07-04 15:30
1,104,431,36,2023-04-04 1:34
1,105,329,38,2025-01-20 15:50
1,106,90,25,2025-11-07 0:22
1,107,419,33,2025-01-05 10:31
1,108,342,27,2024-08-03 20:29
1,109,126,37,2024-12-17 19:33
1,110,25,48,2023-08-08 14:16
1,111,371,36,2023-08-08 5:15
1,112,479,19,2024-01-06 9:08
1,113,55,41,2024-04-28 0:15
1,114,270,40,2025-10-25 9:14
1,115,180,45,2025-06-28 15:10
1,116,362,37,2023-04-28 10:57
1,117,161,46,2023-06-13 1:25
1,118,397,24,2025-11-18 0:57
1,119,123,10,2024-08-13 18:59
1,120,359,41,2023-01-03 17:08
2,3,37,26,2023-05-02 6:33
2,59,193,22,2023-07-22 0:54
2,58,63,27,2024-07-08 13:35
2,54,186,28,2024-04-16 19:54
2,117,59,27,2025-04-10 23:04
2,81,137,28,2023-05-25 1:36
2,82,35,30,2023-03-27 20:09
2,5,134,3,2024-10-11 21:18
2,108,190,20,2024-08-05 10:58
2,40,107,18,2025-03-27 5:11
2,61,39,27,2023-02-04 9:09
2,23,39,24,2023-04-11 18:30
2,15,191,30,2023-10-22 0:43
2,115,74,2,2024-11-15 20:21
2,86,137,20,2025-10-18 4:11
2,24,142,29,2024-03-25 16:46
2,39,67,3,2025-11-10 13:18
2,63,146,13,2023-12-20 17:39
2,49,188,11,2025-11-16 16:18
2,109,154,22,2024-08-12 16:34
2,104,191,12,2023-08-17 18:01
2,87,168,16,2024-08-05 6:00
2,113,75,15,2025-05-28 3:33
2,52,67,24,2025-07-05 1:12
2,77,100,24,2025-05-22 19:08
2,85,121,21,2025-10-12 22:15
2,57,192,2,2023-08-29 7:24
2,19,45,2,2024-01-22 8:42
2,91,185,25,2024-09-28 4:41
2,79,97,16,2025-11-09 11:14
2,101,31,2,2024-06-25 11:31
2,93,183,25,2023-01-21 23:01
2,20,53,13,2025-10-28 9:42
2,1,67,15,2024-05-06 15:18
2,73,56,6,2023-04-26 5:25
2,2,100,24,2023-02-08 9:21
2,55,157,21,2024-03-29 4:35
2,64,174,25,2023-01-30 4:57
2,69,123,8,2023-12-10 9:07
2,12,44,12,2023-07-03 23:45
2,76,54,17,2025-08-12 0:03
2,105,173,25,2024-02-21 10:20
2,90,200,14,2024-02-03 16:07
2,50,52,17,2023-04-26 6:32
2,119,23,13,2025-06-30 16:37
2,13,78,26,2025-06-29 10:00
2,44,65,30,2023-09-12 14:02
2,120,54,6,2023-08-11 2:38
2,72,102,21,2024-04-20 23:42
2,70,10,12,2024-03-20 11:14
2,48,48,27,2025-07-12 12:08
2,35,140,14,2023-12-29 2:48
2,16,184,11,2023-01-15 6:03
2,78,180,2,2025-08-31 10:39
2,43,141,3,2024-08-01 13:49
2,107,13,22,2025-06-21 20:33
2,84,49,15,2023-10-15 12:43
2,53,112,17,2023-02-14 9:07
2,80,104,21,2025-06-13 4:45
2,102,77,28,2024-09-25 14:22
3,60,156,27,2023-07-03 17:25
3,8,57,20,2024-01-20 6:03
3,44,142,12,2024-11-18 1:12
3,111,28,9,2024-01-23 1:07
3,54,137,11,2025-05-06 5:29
3,10,96,11,2023-07-06 6:26
3,16,141,17,2025-09-21 14:50
3,95,195,9,2025-11-06 0:21
3,99,111,10,2023-07-26 2:16
3,51,84,2,2024-09-05 17:00
3,103,89,13,2025-10-18 15:01
3,105,182,16,2024-08-21 12:49
3,70,190,15,2024-08-21 1:35
3,29,130,11,2025-05-14 10:46
3,46,31,3,2025-07-30 4:49
3,85,40,22,2025-02-06 23:38
3,11,35,27,2023-11-07 8:55
3,63,107,24,2023-06-30 7:26
3,22,37,14,2024-06-24 7:12
3,106,75,15,2023-04-09 18:17
3,116,71,25,2023-12-30 1:20
3,56,128,25,2023-05-31 14:30
3,101,168,6,2024-06-11 21:02
3,104,176,24,2024-09-01 11:49
3,57,108,23,2023-10-05 2:41
3,117,195,8,2024-01-28 20:01
3,115,87,24,2024-05-18 13:14
3,6,59,4,2025-11-02 11:41
3,18,142,23,2024-07-14 21:32
3,76,140,12,2023-03-12 2:00
3,79,148,4,2024-12-02 17:35
3,89,197,27,2025-04-22 16:05
3,72,47,15,2024-05-18 0:30
3,90,118,16,2024-05-02 15:16
3,35,199,23,2024-04-09 10:46
3,32,28,30,2023-03-13 6:40
3,50,134,5,2025-05-30 17:30
3,96,106,18,2025-10-01 3:53
3,48,164,21,2025-02-23 13:06
3,23,34,10,2025-08-14 4:04
3,66,126,29,2023-05-22 18:14
3,94,42,9,2025-03-24 6:11
3,91,107,6,2023-09-24 8:19
3,109,52,21,2023-12-18 15:42
3,112,57,19,2025-03-26 7:43
3,75,145,25,2024-11-14 13:11
3,9,72,24,2023-10-03 0:06
3,13,164,18,2024-09-26 11:15
3,26,143,8,2024-02-02 9:27
3,110,24,9,2025-11-11 9:19
3,83,27,21,2024-01-22 6:32
3,113,137,4,2025-03-29 13:12
3,88,56,13,2023-02-24 7:05
3,45,26,23,2024-10-25 4:09
3,59,81,4,2025-09-25 10:45
3,41,167,19,2023-04-25 11:22
3,61,141,29,2024-11-29 5:15
3,43,39,19,2025-09-02 17:12
3,42,25,13,2023-11-18 13:06
3,15,191,14,2023-04-20 12:26
4,102,161,14,2023-08-17 11:56
4,115,115,22,2024-07-01 10:32
4,51,125,26,2024-11-07 4:27
4,62,54,19,2023-01-22 13:04
4,92,72,9,2023-07-09 12:07
4,7,170,27,2025-06-18 3:39
4,59,198,8,2024-05-06 17:17
4,118,154,18,2024-01-25 20:17
4,6,161,4,2025-02-09 21:10
4,74,196,19,2023-05-27 15:31
4,33,109,30,2024-05-26 13:44
4,37,115,2,2023-03-23 20:02
4,42,116,3,2024-04-09 21:55
4,15,40,16,2023-11-14 2:22
4,43,126,24,2023-06-12 20:54
4,49,162,5,2024-04-26 22:16
4,107,20,17,2024-05-01 20:24
4,105,81,23,2023-04-28 7:37
4,111,12,12,2023-10-12 2:04
4,58,112,13,2023-08-31 5:13
4,100,163,27,2023-05-03 20:14
4,87,29,25,2024-09-10 11:51
4,103,27,6,2024-07-18 12:38
4,10,80,25,2024-06-30 6:47
4,17,135,9,2024-09-18 1:58
4,32,7,18,2025-01-19 4:25
4,95,107,23,2023-11-06 9:29
4,82,42,4,2023-01-03 18:44
4,14,110,30,2025-08-14 8:18
4,56,42,24,2024-07-09 9:44
4,99,44,20,2024-12-02 8:22
4,45,157,12,2025-07-17 18:38
4,94,161,18,2025-09-04 7:41
4,31,55,17,2023-11-05 5:40
4,71,157,20,2025-08-19 8:41
4,52,55,7,2024-02-06 1:53
4,78,27,19,2023-08-02 18:54
4,84,56,27,2024-06-09 7:54
4,24,143,13,2025-10-01 2:34
4,34,112,24,2025-07-28 0:26
4,60,136,24,2023-11-29 6:12
4,36,58,6,2025-10-04 10:06
4,20,48,29,2023-12-13 2:04
4,23,24,20,2024-02-28 20:53
4,44,73,8,2024-02-03 9:36
4,90,133,10,2024-11-20 18:23
4,11,161,19,2024-12-23 3:53
4,91,199,15,2023-04-08 21:57
4,93,29,2,2024-06-08 11:32
4,12,41,4,2023-11-29 14:45
4,4,193,22,2025-07-02 11:33
4,28,91,10,2025-03-31 17:33
4,18,70,20,2023-02-21 11:48
4,77,135,23,2025-10-18 23:47
4,76,115,22,2024-01-02 20:14
4,40,74,4,2024-03-26 6:09
4,113,193,8,2025-08-27 17:42
4,2,174,11,2024-10-06 17:19
4,116,45,19,2025-07-24 2:11
4,108,184,8,2025-04-02 16:29
5,21,66,20,2023-03-17 12:29
5,76,175,18,2024-04-29 7:25
5,105,18,18,2025-04-24 4:28
5,7,109,13,2025-06-25 2:24
5,113,152,22,2024-04-17 11:36
5,17,141,27,2024-06-18 18:16
5,67,51,26,2025-02-10 6:02
5,62,69,3,2023-06-22 15:39
5,57,91,5,2024-06-24 12:18
5,12,137,4,2023-03-18 4:37
5,24,57,11,2025-08-04 19:47
5,13,71,22,2024-11-11 20:31
5,110,15,11,2025-07-17 7:31
5,10,177,13,2025-03-18 11:03
5,3,101,12,2023-07-14 22:08
5,55,130,19,2023-10-24 13:45
5,16,79,11,2023-09-10 2:27
5,59,71,24,2023-04-25 20:02
5,91,107,9,2023-03-08 10:14
5,1,95,20,2025-08-16 19:10
5,69,87,14,2024-07-22 22:08
5,28,12,23,2024-08-24 16:29
5,102,176,22,2025-07-20 15:30
5,117,114,3,2025-03-31 14:07
5,53,192,22,2024-10-26 9:43
5,34,112,12,2024-07-17 10:47
5,30,45,30,2024-12-24 13:42
5,20,35,28,2025-03-01 19:15
5,81,9,18,2023-06-16 6:40
5,115,176,15,2024-07-08 17:06
5,66,44,15,2023-07-15 3:55
5,79,127,9,2023-03-01 14:43
5,47,28,21,2023-12-25 22:26
5,37,89,26,2025-11-16 16:03
5,45,97,24,2023-02-24 16:39
5,112,156,22,2024-07-21 17:49
5,78,119,26,2023-08-02 4:46
5,52,146,8,2025-08-27 7:25
5,87,170,2,2024-09-29 12:31
5,38,67,10,2025-04-10 7:38
5,32,54,16,2023-05-31 14:14
5,23,43,17,2025-01-17 19:40
5,63,151,19,2025-07-19 2:03
5,107,126,12,2025-10-06 17:48
5,26,176,24,2024-02-20 7:05
5,43,193,14,2023-10-02 23:54
5,96,133,5,2024-07-20 0:40
5,108,32,14,2023-04-30 15:03
5,100,121,24,2023-01-30 12:14
5,109,195,30,2025-06-09 13:10
5,51,118,24,2025-11-13 10:11
5,118,38,2,2023-11-27 8:00
5,86,55,2,2025-07-12 5:32
5,106,95,4,2024-10-11 7:18
5,68,114,9,2023-03-12 6:06
5,25,198,8,2023-10-22 16:20
5,64,76,9,2023-08-13 8:23
5,116,37,2,2025-03-07 4:19
5,49,146,14,2024-08-01 9:07
5,29,54,22,2023-11-10 15:03
6,119,188,30,2024-03-31 20:08
6,105,46,15,2023-03-15 9:58
6,71,196,22,2023-09-18 23:07
6,13,45,16,2024-10-10 9:41
6,59,59,6,2023-01-07 3:28
6,87,5,15,2025-09-29 7:17
6,85,189,29,2024-04-26 15:31
6,47,52,12,2025-10-28 7:34
6,40,125,15,2024-10-05 23:58
6,35,26,28,2024-01-13 3:16
6,70,158,25,2024-07-14 12:04
6,110,57,10,2023-05-20 8:25
6,114,111,16,2024-03-26 8:22
6,99,143,13,2025-10-29 4:25
6,21,93,27,2025-02-10 15:06
6,49,103,26,2024-12-26 22:28
6,64,85,23,2023-05-23 3:08
6,38,82,18,2023-12-16 14:37
6,41,124,24,2025-09-20 10:15
6,29,85,22,2023-10-25 6:57
6,11,31,30,2023-02-05 16:00
6,48,83,13,2023-06-14 3:11
6,90,145,14,2025-01-13 4:13
6,17,32,27,2024-01-03 20:28
6,43,183,25,2023-06-21 4:20
6,20,29,24,2024-10-07 9:43
6,62,171,29,2025-01-26 11:26
6,45,52,2,2023-09-25 22:47
6,24,14,24,2024-03-04 0:46
6,97,84,30,2024-09-20 17:44
6,79,140,23,2025-06-28 0:33
6,81,197,17,2023-11-26 21:25
6,57,6,9,2024-01-04 12:41
6,44,161,14,2024-04-29 10:06
6,31,117,6,2023-07-07 2:53
6,102,7,8,2023-12-25 16:52
6,14,145,16,2024-06-22 18:55
6,5,151,12,2023-04-17 11:58
6,98,170,15,2023-11-29 23:56
6,88,188,12,2024-01-22 19:38
6,108,165,24,2023-04-05 1:27
6,91,87,22,2023-02-24 14:23
6,23,138,6,2024-09-13 10:54
6,32,162,10,2023-05-24 22:05
6,106,66,7,2024-08-28 23:33
6,7,173,2,2024-09-05 2:13
6,101,129,26,2023-03-22 16:19
6,8,15,4,2024-05-08 1:39
6,39,40,27,2024-01-31 15:46
6,115,138,2,2024-08-31 20:05
6,3,7,20,2023-01-23 3:14
6,27,94,18,2023-02-17 16:29
6,83,138,16,2023-11-18 5:03
6,52,82,7,2024-05-19 1:45
6,76,83,21,2023-12-21 8:53
6,96,128,13,2023-06-24 2:05
6,56,34,25,2025-04-01 19:17
6,6,29,28,2024-09-26 9:49
6,73,95,9,2023-01-13 1:55
6,74,5,29,2025-09-28 15:56
7,112,157,19,2023-04-14 11:28
7,14,139,21,2025-01-13 6:18
7,40,108,27,2024-09-15 9:04
7,20,31,21,2023-07-20 2:39
7,83,172,6,2023-09-08 17:07
7,43,196,28,2023-01-05 21:19
7,18,128,20,2025-10-14 3:29
7,72,175,17,2025-02-24 18:17
7,91,37,23,2023-02-17 20:27
7,9,193,10,2025-02-15 5:30
7,33,124,25,2025-09-14 13:44
7,42,45,3,2023-06-18 16:18
7,17,184,4,2024-04-15 7:33
7,94,115,4,2024-08-17 19:20
7,46,161,15,2025-04-14 6:01
7,61,149,23,2024-08-22 16:00
7,85,174,28,2023-04-04 0:48
7,81,114,27,2024-04-07 5:23
7,92,8,9,2025-04-10 5:42
7,49,141,10,2023-05-16 18:17
7,104,88,3,2024-12-02 8:16
7,79,24,5,2025-01-16 21:35
7,1,166,26,2024-02-20 23:44
7,78,31,3,2023-07-15 16:05
7,116,41,13,2025-10-12 16:06
7,110,87,6,2023-01-21 13:03
7,48,160,2,2023-10-19 20:08
7,29,100,8,2024-01-05 11:45
7,88,56,5,2023-07-20 3:24
7,19,38,3,2025-11-09 13:26
7,15,30,24,2024-05-26 14:34
7,24,105,4,2025-03-20 15:43
7,62,179,30,2023-09-29 19:13
7,60,134,29,2025-03-10 2:40
7,86,50,18,2025-03-09 9:05
7,98,156,4,2025-01-09 18:33
7,8,40,9,2025-01-03 17:37
7,25,181,17,2023-08-16 9:37
7,52,161,2,2024-05-05 12:41
7,34,123,25,2023-11-30 10:11
7,3,44,7,2025-04-09 5:25
7,93,128,25,2023-09-16 10:14
7,16,158,11,2023-12-25 19:10
7,95,118,26,2025-07-28 3:20
7,114,192,16,2024-05-08 17:06
7,120,79,15,2024-08-28 16:17
7,22,13,27,2024-06-09 13:16
7,50,35,7,2025-04-18 11:18
7,67,152,20,2023-05-17 6:29
7,89,76,18,2024-01-17 6:25
7,68,48,12,2025-06-16 12:38
7,106,190,28,2023-06-15 14:40
7,32,6,12,2024-10-02 13:56
7,115,28,28,2024-10-13 12:19
7,13,26,9,2023-01-19 17:40
7,76,21,26,2024-08-02 0:10
7,26,10,17,2023-07-29 23:33
7,90,146,26,2023-01-27 17:03
7,35,124,15,2025-08-23 22:03
7,6,17,15,2025-04-16 21:15
8,27,183,30,2024-07-21 3:23
8,38,37,6,2023-11-21 8:25
8,48,184,11,2025-08-27 14:21
8,77,166,22,2023-11-05 22:12
8,44,120,25,2024-01-05 20:00
8,24,38,24,2025-01-17 12:10
8,75,194,12,2023-12-05 4:18
8,54,61,17,2024-12-19 7:51
8,14,134,2,2023-11-28 19:28
8,66,184,21,2023-10-29 12:07
8,104,78,17,2025-06-22 2:41
8,67,18,21,2025-11-20 21:21
8,45,135,4,2025-11-21 22:38
8,61,137,15,2023-12-27 9:15
8,63,162,4,2023-05-07 18:47
8,25,43,5,2023-02-21 17:22
8,102,82,27,2025-05-28 22:12
8,114,68,2,2023-04-18 19:06
8,78,12,24,2023-12-23 21:33
8,115,123,5,2025-04-05 5:54
8,112,95,11,2024-10-30 5:24
8,72,66,24,2024-10-23 2:04
8,105,145,16,2023-06-21 20:17
8,28,23,13,2023-08-16 15:39
8,92,61,26,2023-02-24 2:53
8,69,156,2,2024-02-18 5:23
8,106,45,14,2023-11-04 13:21
8,21,184,13,2023-04-10 22:37
8,31,47,11,2024-04-29 20:17
8,84,157,21,2023-08-28 10:11
8,34,30,4,2025-08-29 17:32
8,22,149,26,2024-06-29 4:37
8,70,90,8,2025-02-28 4:09
8,90,192,29,2024-11-16 19:39
8,107,184,29,2024-07-10 18:02
8,118,25,14,2023-09-07 5:56
8,109,76,2,2025-05-02 5:22
8,26,9,3,2024-09-19 6:06
8,20,85,3,2024-04-04 5:09
8,46,143,11,2025-03-28 22:41
8,36,133,29,2024-05-27 12:03
8,93,67,22,2024-06-20 20:44
8,41,117,18,2023-12-10 23:17
8,3,36,21,2023-06-17 21:25
8,52,52,6,2023-10-23 9:45
8,15,102,30,2024-03-19 8:39
8,82,19,20,2024-03-30 21:35
8,89,64,21,2023-04-29 8:30
8,2,42,7,2025-04-20 20:10
8,17,109,10,2023-08-19 9:29
8,40,66,28,2025-04-26 20:39
8,51,185,12,2023-01-25 16:03
8,111,134,18,2023-06-12 5:27
8,18,191,13,2024-05-16 21:15
8,68,165,8,2024-01-14 23:50
8,59,88,27,2025-08-06 0:01
8,73,138,10,2024-05-07 18:46
8,37,108,4,2024-08-10 2:38
8,39,45,30,2024-04-01 5:04
8,88,182,5,2024-05-12 18:55
9,97,113,30,2025-04-13 0:58
9,94,183,21,2024-02-19 20:11
9,16,178,28,2025-05-15 17:15
9,23,148,23,2025-01-15 13:47
9,76,91,25,2025-09-27 17:03
9,27,84,24,2024-10-13 6:10
9,65,93,20,2025-08-28 22:23
9,31,88,22,2023-04-20 18:41
9,54,16,7,2023-09-17 7:21
9,98,168,6,2024-11-30 9:39
9,3,103,11,2024-09-05 23:33
9,21,150,21,2024-02-02 12:52
9,78,52,14,2023-03-26 23:59
9,62,142,26,2024-01-11 9:24
9,19,30,4,2024-02-03 12:30
9,8,105,20,2025-10-15 4:57
9,53,164,10,2024-05-08 5:26
9,4,115,2,2023-10-25 13:57
9,82,39,24,2023-08-31 17:23
9,105,61,8,2025-05-07 8:22
9,99,13,17,2024-06-09 5:55
9,17,101,21,2025-07-06 22:48
9,20,27,15,2025-06-28 10:43
9,80,159,2,2024-02-07 17:22
9,41,42,2,2024-02-18 15:04
9,2,54,4,2023-08-11 1:16
9,120,199,3,2024-04-01 0:52
9,75,37,6,2025-06-05 3:14
9,69,118,22,2025-07-24 14:08
9,57,87,28,2023-06-16 8:26
9,7,45,13,2024-12-20 20:44
9,25,80,28,2023-12-01 10:48
9,83,198,15,2023-03-26 18:45
9,108,119,9,2023-01-02 2:04
9,84,77,24,2023-06-22 9:18
9,52,165,6,2023-10-29 12:33
9,70,61,16,2023-04-05 9:32
9,33,192,20,2024-09-21 13:49
9,46,168,4,2024-11-28 9:50
9,60,28,24,2023-10-29 11:47
9,102,103,4,2024-09-29 1:32
9,93,124,13,2023-04-24 0:00
9,115,97,8,2024-07-19 5:45
9,38,172,10,2024-05-07 7:34
9,117,57,7,2024-07-08 8:15
9,29,69,22,2024-04-23 12:16
9,39,165,3,2023-09-10 19:43
9,72,89,6,2023-04-17 1:39
9,118,69,22,2023-12-26 20:20
9,50,132,6,2025-04-01 23:28
9,22,138,6,2025-10-22 10:10
9,12,121,26,2025-11-09 4:19
9,34,63,25,2024-10-15 21:24
9,109,70,9,2024-09-16 6:43
9,26,74,17,2024-07-07 8:44
9,107,44,12,2024-08-10 5:14
9,95,73,5,2025-03-04 10:47
9,79,135,17,2025-03-19 20:38
9,32,50,30,2024-08-02 3:39
9,18,149,22,2025-10-28 2:15
