order_id,customer_id,store_id,order_date,status,total_amount,shipping_address_id,billing_address_id,channel,payment_method,created_at,updated_at
104,75,1,2025-03-02 01:08:21,delivered,25.63,75,75,online,cash,2025-03-02 01:08:21,2025-03-13 16:31:13
105,1,1,2024-02-13 02:35:49,delivered,95.37,1,1,online,gift_card,2024-02-13 02:35:49,2024-02-18 13:31:16
106,81,1,2025-07-01 15:58:40,pending,677.90,217,217,online,paypal,2025-07-01 15:58:40,2025-07-12 18:19:47
107,84,1,2024-04-17 05:41:33,delivered,339.84,363,363,online,other,2024-04-17 05:41:33,2024-05-02 17:59:33
108,101,1,2024-04-03 12:19:39,delivered,150.46,57,37,online,credit_card,2024-04-03 12:19:39,2024-04-04 07:35:33
109,13,1,2024-01-22 15:45:18,shipped,20.47,13,13,online,credit_card,2024-01-22 15:45:18,2024-02-10 16:16:28
110,151,1,2023-11-12 21:35:25,delivered,722.37,151,266,online,credit_card,2023-11-12 21:35:25,2023-11-27 16:02:18
111,159,8,2023-04-12 15:43:53,delivered,48.15,159,159,store,paypal,2023-04-12 15:43:53,2023-05-05 09:07:19
112,215,1,2024-10-03 15:46:41,shipped,630.02,215,215,online,paypal,2024-10-03 15:46:41,2024-10-25 08:41:22
113,131,1,2024-06-03 16:58:50,confirmed,20.13,131,131,online,credit_card,2024-06-03 16:58:50,2024-06-29 11:07:18
114,242,7,2024-07-06 16:59:36,delivered,389.57,346,242,store,gift_card,2024-07-06 16:59:36,2024-07-24 18:51:38
115,170,1,2024-09-14 09:24:27,delivered,377.15,170,170,online,credit_card,2024-09-14 09:24:27,2024-09-19 19:55:29
116,95,3,2024-11-03 02:48:14,paid,486.75,352,352,store,credit_card,2024-11-03 02:48:14,2024-11-05 11:44:59
117,232,6,2023-08-25 19:50:56,confirmed,349.92,232,232,store,credit_card,2023-08-25 19:50:56,2023-09-21 20:24:39
118,17,1,2024-07-14 08:38:57,shipped,420.19,17,251,online,cash,2024-07-14 08:38:57,2024-07-27 20:16:26
119,174,7,2023-09-18 11:57:23,delivered,69.42,174,174,store,credit_card,2023-09-18 11:57:23,2023-09-27 14:09:03
120,50,1,2023-01-09 15:14:18,paid,538.40,142,142,online,other,2023-01-09 15:14:18,2023-01-21 10:59:37
121,235,1,2024-06-12 00:52:40,pending,883.69,235,235,online,cash,2024-06-12 00:52:40,2024-06-30 00:00:11
122,83,4,2023-09-04 14:43:42,delivered,1418.99,83,83,store,cash,2023-09-04 14:43:42,2023-09-18 09:25:43
123,87,7,2025-04-21 13:59:11,pending,794.88,27,27,store,debit,2025-04-21 13:59:11,2025-05-06 17:03:58
124,37,1,2025-01-07 11:25:37,delivered,696.18,37,193,online,credit_card,2025-01-07 11:25:37,2025-01-30 06:39:42
125,225,1,2024-03-25 16:23:02,returned,39.39,25,25,online,credit_card,2024-03-25 16:23:02,2024-03-27 09:21:14
126,141,1,2025-06-06 23:08:21,delivered,1382.16,141,141,online,credit_card,2025-06-06 23:08:21,2025-06-20 12:47:23
127,121,1,2024-03-05 11:25:56,delivered,1320.68,121,384,online,credit_card,2024-03-05 11:25:56,2024-03-14 16:13:57
128,51,3,2025-05-07 08:46:42,delivered,785.16,51,51,store,credit_card,2025-05-07 08:46:42,2025-05-11 22:39:54
129,141,7,2024-03-26 00:13:09,delivered,24.63,141,141,store,gift_card,2024-03-26 00:13:09,2024-04-17 16:43:45
130,179,6,2023-02-13 11:12:32,shipped,73.04,179,179,store,other,2023-02-13 11:12:32,2023-02-28 05:55:13
131,120,1,2024-03-13 02:11:31,paid,200.42,120,120,online,credit_card,2024-03-13 02:11:31,2024-03-15 05:04:24
132,125,1,2024-09-22 05:22:07,delivered,39.43,125,125,online,credit_card,2024-09-22 05:22:07,2024-10-22 03:44:08
133,84,6,2024-09-26 00:50:07,paid,58.38,84,84,store,credit_card,2024-09-26 00:50:07,2024-10-09 22:05:05
134,105,5,2023-07-07 11:18:45,paid,722.78,365,365,store,debit,2023-07-07 11:18:45,2023-07-23 03:53:24
135,46,7,2024-04-02 16:55:30,paid,953.74,46,46,store,credit_card,2024-04-02 16:55:30,2024-04-27 10:07:44
136,46,6,2024-02-12 20:42:22,delivered,505.73,46,46,store,paypal,2024-02-12 20:42:22,2024-02-17 20:37:20
137,217,1,2025-09-10 01:51:51,paid,525.95,217,268,online,credit_card,2025-09-10 01:51:51,2025-10-07 21:12:38
138,145,1,2024-01-05 07:05:44,confirmed,285.94,145,145,online,credit_card,2024-01-05 07:05:44,2024-01-23 20:29:52
139,49,1,2024-04-24 07:41:12,delivered,196.23,49,49,online,paypal,2024-04-24 07:41:12,2024-05-18 11:51:41
140,13,1,2025-07-07 03:00:10,delivered,1073.63,13,13,online,cash,2025-07-07 03:00:10,2025-07-09 22:07:19
141,107,1,2024-12-31 04:10:15,paid,1048.25,352,107,online,cash,2024-12-31 04:10:15,2025-01-18 12:37:44
142,90,1,2025-01-27 14:49:44,delivered,490.35,135,135,online,credit_card,2025-01-27 14:49:44,2025-02-01 02:17:25
143,83,2,2024-08-31 15:52:25,delivered,413.27,83,157,store,credit_card,2024-08-31 15:52:25,2024-09-19 07:19:42
144,161,1,2024-10-07 12:36:43,paid,377.05,161,161,online,credit_card,2024-10-07 12:36:43,2024-10-21 01:28:38
145,27,1,2024-10-02 03:46:48,delivered,305.25,130,221,online,credit_card,2024-10-02 03:46:48,2024-10-23 21:01:14
146,133,1,2023-10-02 18:12:29,returned,65.67,133,133,online,credit_card,2023-10-02 18:12:29,2023-10-17 13:14:55
147,109,8,2023-07-28 08:26:22,delivered,792.76,109,109,store,debit,2023-07-28 08:26:22,2023-08-26 01:44:41
148,62,1,2024-09-20 04:43:46,delivered,193.05,62,62,online,credit_card,2024-09-20 04:43:46,2024-10-10 19:49:52
149,104,1,2023-03-26 19:59:36,paid,422.20,104,104,online,other,2023-03-26 19:59:36,2023-04-07 07:22:57
150,188,1,2023-02-25 17:25:17,returned,222.22,188,188,online,debit,2023-02-25 17:25:17,2023-03-09 05:12:42
151,134,1,2025-01-20 18:34:50,pending,599.57,134,134,online,debit,2025-01-20 18:34:50,2025-02-10 17:58:25
152,242,1,2023-11-18 18:11:24,delivered,99.10,242,242,online,cash,2023-11-18 18:11:24,2023-12-01 07:38:35
153,27,1,2024-11-01 04:25:24,confirmed,982.92,27,27,online,credit_card,2024-11-01 04:25:24,2024-11-13 22:58:24
154,58,1,2024-01-15 07:38:20,pending,29.23,58,58,online,paypal,2024-01-15 07:38:20,2024-02-06 22:29:33
155,72,1,2023-05-04 15:46:07,shipped,210.24,72,193,online,debit,2023-05-04 15:46:07,2023-05-13 04:25:39
156,111,4,2023-04-18 22:50:25,paid,20.47,111,244,store,gift_card,2023-04-18 22:50:25,2023-05-10 08:46:25
157,30,1,2024-12-18 05:04:13,paid,43.36,30,226,online,cash,2024-12-18 05:04:13,2025-01-04 00:32:54
158,197,8,2024-05-18 08:08:27,delivered,585.34,197,197,store,gift_card,2024-05-18 08:08:27,2024-06-04 15:52:53
159,217,3,2023-01-18 13:32:41,returned,65.61,217,217,store,credit_card,2023-01-18 13:32:41,2023-01-22 09:16:20
160,238,2,2023-04-06 18:49:20,shipped,376.14,78,238,store,credit_card,2023-04-06 18:49:20,2023-04-12 08:03:42
161,199,1,2025-04-30 10:38:42,shipped,619.40,199,199,online,debit,2025-04-30 10:38:42,2025-05-06 22:08:44
162,207,8,2024-02-20 07:39:07,delivered,273.94,207,207,store,debit,2024-02-20 07:39:07,2024-02-22 02:35:39
163,41,1,2024-10-19 14:21:13,delivered,294.06,332,41,online,gift_card,2024-10-19 14:21:13,2024-11-08 03:25:49
164,140,1,2025-02-16 06:55:50,confirmed,21.36,140,140,online,debit,2025-02-16 06:55:50,2025-02-20 20:16:34
165,49,1,2024-07-23 09:16:41,delivered,1030.06,9,9,online,cash,2024-07-23 09:16:41,2024-08-21 08:19:32
166,197,1,2023-07-13 17:30:14,shipped,228.42,197,197,online,paypal,2023-07-13 17:30:14,2023-07-17 12:20:53
167,188,6,2023-08-08 10:56:32,delivered,27.02,188,188,store,debit,2023-08-08 10:56:32,2023-09-06 09:49:04
168,168,1,2025-10-26 05:09:59,returned,112.42,168,168,online,credit_card,2025-10-26 05:09:59,2025-11-01 01:20:35
169,35,1,2024-08-09 16:04:07,shipped,469.06,227,227,online,credit_card,2024-08-09 16:04:07,2024-08-13 12:35:24
170,168,1,2024-12-04 10:17:31,delivered,195.31,93,168,online,gift_card,2024-12-04 10:17:31,2024-12-25 02:50:07
171,87,1,2024-05-26 21:49:24,delivered,114.36,87,48,online,credit_card,2024-05-26 21:49:24,2024-06-23 07:13:57
172,237,5,2025-02-08 23:18:06,cancelled,752.93,237,237,store,debit,2025-02-08 23:18:06,2025-02-20 12:13:26
173,14,1,2023-09-15 03:44:26,delivered,36.54,14,14,online,debit,2023-09-15 03:44:26,2023-10-10 18:36:23
174,81,1,2023-04-03 15:30:06,delivered,936.03,81,81,online,gift_card,2023-04-03 15:30:06,2023-04-24 06:03:26
175,39,1,2023-03-08 05:04:55,delivered,1211.56,39,39,online,credit_card,2023-03-08 05:04:55,2023-03-23 15:55:08
176,210,1,2023-01-30 22:02:33,shipped,181.80,210,210,online,credit_card,2023-01-30 22:02:33,2023-02-06 18:22:41
177,97,1,2024-07-30 23:07:44,confirmed,946.23,97,97,online,gift_card,2024-07-30 23:07:44,2024-08-11 17:05:25
178,72,9,2024-04-29 21:58:12,delivered,159.67,72,94,store,credit_card,2024-04-29 21:58:12,2024-05-22 14:12:58
179,134,9,2024-06-09 16:21:50,paid,512.40,134,134,store,cash,2024-06-09 16:21:50,2024-07-01 19:37:22
180,100,5,2023-08-24 08:31:37,delivered,1054.74,100,100,store,paypal,2023-08-24 08:31:37,2023-08-25 08:11:12
181,234,7,2025-07-26 13:23:32,returned,126.16,234,234,store,gift_card,2025-07-26 13:23:32,2025-08-08 12:11:14
182,223,6,2024-09-12 05:20:34,returned,95.55,223,223,store,credit_card,2024-09-12 05:20:34,2024-10-04 18:20:45
183,217,1,2023-01-16 21:27:07,cancelled,73.77,217,217,online,credit_card,2023-01-16 21:27:07,2023-01-19 21:04:07
184,20,2,2024-01-03 14:55:52,cancelled,617.99,20,205,store,debit,2024-01-03 14:55:52,2024-01-30 08:30:22
185,77,8,2023-04-11 03:28:48,shipped,955.63,19,19,store,credit_card,2023-04-11 03:28:48,2023-05-03 09:23:58
186,70,1,2025-11-16 21:38:38,paid,1462.69,70,199,online,credit_card,2025-11-16 21:38:38,2025-12-08 13:52:03
187,171,1,2025-06-09 02:54:46,paid,35.99,171,171,online,cash,2025-06-09 02:54:46,2025-06-25 09:02:03
188,137,7,2025-06-14 16:39:21,paid,455.88,137,137,store,paypal,2025-06-14 16:39:21,2025-07-13 11:28:40
189,194,6,2024-10-30 07:52:44,delivered,775.99,194,194,store,credit_card,2024-10-30 07:52:44,2024-11-05 08:44:02
190,175,1,2025-05-30 23:32:11,delivered,1027.24,175,175,online,debit,2025-05-30 23:32:11,2025-06-07 22:17:07
191,58,2,2023-12-24 19:59:52,confirmed,37.00,58,58,store,gift_card,2023-12-24 19:59:52,2024-01-14 16:59:01
192,13,5,2025-04-05 00:24:22,pending,376.66,13,13,store,debit,2025-04-05 00:24:22,2025-04-24 20:50:59
193,249,1,2024-07-10 05:55:35,delivered,300.27,249,249,online,debit,2024-07-10 05:55:35,2024-08-08 12:49:39
194,111,9,2024-08-28 12:17:15,paid,156.17,111,111,store,debit,2024-08-28 12:17:15,2024-09-06 22:59:32
195,38,1,2023-02-16 12:05:53,delivered,110.15,38,38,online,credit_card,2023-02-16 12:05:53,2023-03-09 08:03:46
196,219,1,2024-01-21 03:43:16,confirmed,1059.77,219,219,online,debit,2024-01-21 03:43:16,2024-01-24 15:56:28
197,112,2,2024-06-18 11:35:14,shipped,30.86,112,112,store,credit_card,2024-06-18 11:35:14,2024-07-03 01:49:14
198,69,6,2025-08-20 17:57:17,paid,553.03,69,69,store,paypal,2025-08-20 17:57:17,2025-08-29 21:41:38
199,199,1,2023-09-30 03:40:52,delivered,522.14,199,179,online,credit_card,2023-09-30 03:40:52,2023-10-14 20:41:58
200,204,4,2023-12-29 05:33:57,delivered,97.97,204,204,store,cash,2023-12-29 05:33:57,2024-01-12 07:13:16
201,147,1,2023-04-27 20:24:26,confirmed,21.09,147,176,online,debit,2023-04-27 20:24:26,2023-05-25 09:34:22
202,243,5,2024-05-23 17:59:44,shipped,120.04,243,14,store,debit,2024-05-23 17:59:44,2024-06-18 00:31:29
203,150,9,2024-09-27 03:54:24,shipped,1130.79,150,150,store,credit_card,2024-09-27 03:54:24,2024-09-27 16:35:56
204,111,1,2025-07-30 06:49:02,delivered,811.74,111,111,online,debit,2025-07-30 06:49:02,2025-08-08 00:35:49
205,229,3,2023-11-07 02:03:34,paid,39.36,229,229,store,other,2023-11-07 02:03:34,2023-11-24 03:43:05
206,197,1,2023-05-03 04:22:09,cancelled,1305.76,197,197,online,paypal,2023-05-03 04:22:09,2023-05-06 09:31:50
207,59,1,2025-09-24 21:35:53,delivered,20.37,21,39,online,credit_card,2025-09-24 21:35:53,2025-10-06 12:34:08
208,141,1,2023-10-06 16:56:32,delivered,521.85,141,141,online,debit,2023-10-06 16:56:32,2023-10-20 04:55:15
209,35,1,2025-08-25 00:32:52,shipped,421.66,35,35,online,credit_card,2025-08-25 00:32:52,2025-08-26 15:12:39
210,75,1,2024-11-07 02:07:48,paid,622.74,75,75,online,gift_card,2024-11-07 02:07:48,2024-11-16 16:04:11
211,62,1,2023-03-25 14:53:24,delivered,43.80,62,62,online,gift_card,2023-03-25 14:53:24,2023-04-24 03:33:04
212,44,1,2024-05-31 19:35:29,delivered,1052.89,44,44,online,paypal,2024-05-31 19:35:29,2024-06-03 02:32:57
213,220,3,2023-06-22 14:25:52,delivered,20.55,220,220,store,credit_card,2023-06-22 14:25:52,2023-07-22 14:17:59
214,1,3,2024-02-06 00:05:24,confirmed,698.57,1,1,store,other,2024-02-06 00:05:24,2024-02-24 18:19:41
215,136,1,2025-10-15 23:45:38,delivered,141.23,93,247,online,cash,2025-10-15 23:45:38,2025-10-18 07:38:20
216,235,1,2025-01-05 02:58:37,delivered,113.92,235,235,online,credit_card,2025-01-05 02:58:37,2025-01-18 17:29:58
217,42,1,2023-11-20 13:11:55,returned,722.09,42,219,online,credit_card,2023-11-20 13:11:55,2023-12-07 04:04:10
218,156,4,2024-03-28 15:34:19,confirmed,137.73,156,156,store,other,2024-03-28 15:34:19,2024-04-15 22:28:08
219,196,1,2023-12-15 02:17:10,paid,496.83,196,196,online,credit_card,2023-12-15 02:17:10,2024-01-01 13:05:39
220,227,5,2024-01-18 22:23:31,paid,775.20,227,227,store,credit_card,2024-01-18 22:23:31,2024-02-12 01:54:58
