customer_id,order_id,store_id,interaction_type,channel,subject,message,rating,metadata_json
59,33,6,email_click,email,Email Click #15,Sample interaction 15 of type email_click via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
55,581,6,review,store,Review #16,Sample interaction 16 of type review via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
227,659,8,purchase,email,Purchase #17,Sample interaction 17 of type purchase via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
64,763,9,support_ticket,support,Support Ticket #18,Sample interaction 18 of type support_ticket via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
230,598,7,email_open,mobile_app,Email Open #19,Sample interaction 19 of type email_open via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
131,506,2,page_view,web,Page View #20,Sample interaction 20 of type page_view via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
161,164,7,add_to_cart,store,Add To Cart #21,Sample interaction 21 of type add_to_cart via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
153,480,9,support_ticket,support,Support Ticket #22,Sample interaction 22 of type support_ticket via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
175,739,2,support_ticket,email,Support Ticket #23,Sample interaction 23 of type support_ticket via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
76,446,3,store_visit,web,Store Visit #24,Sample interaction 24 of type store_visit via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
249,513,3,add_to_cart,email,Add To Cart #25,Sample interaction 25 of type add_to_cart via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
156,204,3,email_open,mobile_app,Email Open #26,Sample interaction 26 of type email_open via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
245,798,9,page_view,support,Page View #27,Sample interaction 27 of type page_view via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
126,20,2,email_open,email,Email Open #28,Sample interaction 28 of type email_open via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
15,247,2,add_to_cart,store,Add To Cart #29,Sample interaction 29 of type add_to_cart via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
195,546,3,purchase,store,Purchase #30,Sample interaction 30 of type purchase via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
43,272,9,email_click,mobile_app,Email Click #31,Sample interaction 31 of type email_click via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
194,748,4,support_ticket,store,Support Ticket #32,Sample interaction 32 of type support_ticket via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
113,530,8,add_to_cart,mobile_app,Add To Cart #33,Sample interaction 33 of type add_to_cart via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
17,347,1,review,support,Review #34,Sample interaction 34 of type review via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
2,73,1,review,web,Review #35,Sample interaction 35 of type review via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
221,339,2,review,email,Review #36,Sample interaction 36 of type review via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
55,553,3,store_visit,mobile_app,Store Visit #37,Sample interaction 37 of type store_visit via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
207,417,4,add_to_cart,web,Add To Cart #38,Sample interaction 38 of type add_to_cart via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
91,434,7,store_visit,web,Store Visit #39,Sample interaction 39 of type store_visit via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
16,413,6,add_to_cart,mobile_app,Add To Cart #40,Sample interaction 40 of type add_to_cart via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
49,550,8,purchase,store,Purchase #41,Sample interaction 41 of type purchase via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
72,474,4,add_to_cart,store,Add To Cart #42,Sample interaction 42 of type add_to_cart via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
26,52,9,page_view,web,Page View #43,Sample interaction 43 of type page_view via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
43,417,8,store_visit,mobile_app,Store Visit #44,Sample interaction 44 of type store_visit via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
232,61,3,email_click,web,Email Click #45,Sample interaction 45 of type email_click via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
68,466,5,email_click,support,Email Click #46,Sample interaction 46 of type email_click via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
40,195,5,review,web,Review #47,Sample interaction 47 of type review via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
189,556,1,email_open,web,Email Open #48,Sample interaction 48 of type email_open via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
150,489,9,purchase,web,Purchase #49,Sample interaction 49 of type purchase via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
21,191,2,add_to_cart,mobile_app,Add To Cart #50,Sample interaction 50 of type add_to_cart via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
31,584,4,page_view,support,Page View #51,Sample interaction 51 of type page_view via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
108,674,9,email_open,email,Email Open #52,Sample interaction 52 of type email_open via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
172,734,6,review,email,Review #53,Sample interaction 53 of type review via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
34,688,5,store_visit,email,Store Visit #54,Sample interaction 54 of type store_visit via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
3,470,2,add_to_cart,support,Add To Cart #55,Sample interaction 55 of type add_to_cart via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
130,272,3,email_open,web,Email Open #56,Sample interaction 56 of type email_open via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
95,292,3,store_visit,support,Store Visit #57,Sample interaction 57 of type store_visit via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
157,670,9,page_view,support,Page View #58,Sample interaction 58 of type page_view via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
239,680,2,purchase,email,Purchase #59,Sample interaction 59 of type purchase via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
228,110,9,purchase,email,Purchase #60,Sample interaction 60 of type purchase via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
155,216,6,review,email,Review #61,Sample interaction 61 of type review via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
126,258,1,add_to_cart,store,Add To Cart #62,Sample interaction 62 of type add_to_cart via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
12,4,6,purchase,email,Purchase #63,Sample interaction 63 of type purchase via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
190,453,9,email_click,support,Email Click #64,Sample interaction 64 of type email_click via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
29,78,3,page_view,email,Page View #65,Sample interaction 65 of type page_view via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
142,152,7,purchase,web,Purchase #66,Sample interaction 66 of type purchase via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
94,41,6,review,mobile_app,Review #67,Sample interaction 67 of type review via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
91,799,9,email_click,support,Email Click #68,Sample interaction 68 of type email_click via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
237,243,3,purchase,store,Purchase #69,Sample interaction 69 of type purchase via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
46,755,6,email_click,mobile_app,Email Click #70,Sample interaction 70 of type email_click via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
41,719,2,email_click,web,Email Click #71,Sample interaction 71 of type email_click via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
57,205,8,email_open,email,Email Open #72,Sample interaction 72 of type email_open via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
58,25,4,email_click,email,Email Click #73,Sample interaction 73 of type email_click via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
222,72,5,email_open,support,Email Open #74,Sample interaction 74 of type email_open via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
174,550,6,page_view,web,Page View #75,Sample interaction 75 of type page_view via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
46,595,5,page_view,web,Page View #76,Sample interaction 76 of type page_view via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
112,354,6,email_click,support,Email Click #77,Sample interaction 77 of type email_click via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
30,395,4,support_ticket,web,Support Ticket #78,Sample interaction 78 of type support_ticket via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
1,533,9,review,email,Review #79,Sample interaction 79 of type review via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
18,681,6,email_open,web,Email Open #80,Sample interaction 80 of type email_open via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
130,317,7,email_open,store,Email Open #81,Sample interaction 81 of type email_open via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
142,131,4,email_click,store,Email Click #82,Sample interaction 82 of type email_click via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
158,583,5,email_click,support,Email Click #83,Sample interaction 83 of type email_click via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
78,294,4,email_click,support,Email Click #84,Sample interaction 84 of type email_click via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
168,330,8,store_visit,store,Store Visit #85,Sample interaction 85 of type store_visit via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
131,485,3,add_to_cart,email,Add To Cart #86,Sample interaction 86 of type add_to_cart via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
170,649,6,add_to_cart,mobile_app,Add To Cart #87,Sample interaction 87 of type add_to_cart via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
58,204,3,page_view,web,Page View #88,Sample interaction 88 of type page_view via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
122,626,2,store_visit,store,Store Visit #89,Sample interaction 89 of type store_visit via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
50,736,7,store_visit,store,Store Visit #90,Sample interaction 90 of type store_visit via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
38,672,1,add_to_cart,store,Add To Cart #91,Sample interaction 91 of type add_to_cart via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
46,713,9,store_visit,web,Store Visit #92,Sample interaction 92 of type store_visit via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
64,125,8,purchase,store,Purchase #93,Sample interaction 93 of type purchase via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
144,610,6,store_visit,support,Store Visit #94,Sample interaction 94 of type store_visit via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
110,562,8,purchase,store,Purchase #95,Sample interaction 95 of type purchase via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
67,770,4,support_ticket,support,Support Ticket #96,Sample interaction 96 of type support_ticket via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
161,245,5,store_visit,web,Store Visit #97,Sample interaction 97 of type store_visit via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
61,279,6,email_open,support,Email Open #98,Sample interaction 98 of type email_open via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
36,155,4,email_click,mobile_app,Email Click #99,Sample interaction 99 of type email_click via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
17,425,7,email_open,support,Email Open #100,Sample interaction 100 of type email_open via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
107,64,4,email_click,store,Email Click #101,Sample interaction 101 of type email_click via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
243,713,1,email_click,store,Email Click #102,Sample interaction 102 of type email_click via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
242,361,5,email_click,store,Email Click #103,Sample interaction 103 of type email_click via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
192,753,9,review,store,Review #104,Sample interaction 104 of type review via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
70,447,8,page_view,store,Page View #105,Sample interaction 105 of type page_view via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
172,696,7,purchase,store,Purchase #106,Sample interaction 106 of type purchase via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
160,547,1,email_click,support,Email Click #107,Sample interaction 107 of type email_click via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
170,28,2,email_click,mobile_app,Email Click #108,Sample interaction 108 of type email_click via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
47,52,5,email_click,email,Email Click #109,Sample interaction 109 of type email_click via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
117,335,6,email_click,email,Email Click #110,Sample interaction 110 of type email_click via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
65,84,8,page_view,support,Page View #111,Sample interaction 111 of type page_view via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
244,359,4,add_to_cart,web,Add To Cart #112,Sample interaction 112 of type add_to_cart via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
244,254,4,page_view,support,Page View #113,Sample interaction 113 of type page_view via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
62,130,8,add_to_cart,support,Add To Cart #114,Sample interaction 114 of type add_to_cart via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
120,717,5,email_open,mobile_app,Email Open #115,Sample interaction 115 of type email_open via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
156,766,2,purchase,email,Purchase #116,Sample interaction 116 of type purchase via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
149,27,5,email_click,store,Email Click #117,Sample interaction 117 of type email_click via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
20,607,4,add_to_cart,email,Add To Cart #118,Sample interaction 118 of type add_to_cart via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
207,124,1,email_open,support,Email Open #119,Sample interaction 119 of type email_open via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
170,380,2,email_open,web,Email Open #120,Sample interaction 120 of type email_open via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
211,502,2,email_click,email,Email Click #121,Sample interaction 121 of type email_click via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
182,157,7,purchase,support,Purchase #122,Sample interaction 122 of type purchase via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
158,552,8,store_visit,store,Store Visit #123,Sample interaction 123 of type store_visit via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
69,331,4,add_to_cart,email,Add To Cart #124,Sample interaction 124 of type add_to_cart via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
63,769,8,email_click,email,Email Click #125,Sample interaction 125 of type email_click via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
127,333,3,store_visit,mobile_app,Store Visit #126,Sample interaction 126 of type store_visit via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
205,265,6,support_ticket,support,Support Ticket #127,Sample interaction 127 of type support_ticket via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
143,11,9,review,web,Review #128,Sample interaction 128 of type review via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
185,417,8,review,store,Review #129,Sample interaction 129 of type review via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
115,18,2,support_ticket,mobile_app,Support Ticket #130,Sample interaction 130 of type support_ticket via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
178,250,5,email_open,store,Email Open #131,Sample interaction 131 of type email_open via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
136,353,7,email_open,email,Email Open #132,Sample interaction 132 of type email_open via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
70,314,5,review,web,Review #133,Sample interaction 133 of type review via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
81,123,9,purchase,mobile_app,Purchase #134,Sample interaction 134 of type purchase via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
190,496,5,support_ticket,web,Support Ticket #135,Sample interaction 135 of type support_ticket via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
76,233,6,purchase,email,Purchase #136,Sample interaction 136 of type purchase via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
182,547,3,support_ticket,web,Support Ticket #137,Sample interaction 137 of type support_ticket via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
142,300,3,store_visit,web,Store Visit #138,Sample interaction 138 of type store_visit via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
147,292,8,store_visit,store,Store Visit #139,Sample interaction 139 of type store_visit via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
48,53,5,store_visit,web,Store Visit #140,Sample interaction 140 of type store_visit via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
103,504,2,page_view,mobile_app,Page View #141,Sample interaction 141 of type page_view via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
208,577,5,add_to_cart,mobile_app,Add To Cart #142,Sample interaction 142 of type add_to_cart via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
143,783,7,review,support,Review #143,Sample interaction 143 of type review via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
116,454,5,email_click,email,Email Click #144,Sample interaction 144 of type email_click via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
159,62,2,review,mobile_app,Review #145,Sample interaction 145 of type review via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
170,84,3,review,mobile_app,Review #146,Sample interaction 146 of type review via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
20,161,1,email_click,store,Email Click #147,Sample interaction 147 of type email_click via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
121,299,1,review,email,Review #148,Sample interaction 148 of type review via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
180,465,2,review,email,Review #149,Sample interaction 149 of type review via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
170,203,7,add_to_cart,support,Add To Cart #150,Sample interaction 150 of type add_to_cart via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
166,153,5,purchase,web,Purchase #151,Sample interaction 151 of type purchase via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
43,315,5,store_visit,web,Store Visit #152,Sample interaction 152 of type store_visit via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
177,312,7,support_ticket,support,Support Ticket #153,Sample interaction 153 of type support_ticket via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
127,449,2,page_view,store,Page View #154,Sample interaction 154 of type page_view via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
155,257,1,add_to_cart,mobile_app,Add To Cart #155,Sample interaction 155 of type add_to_cart via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
151,22,5,page_view,mobile_app,Page View #156,Sample interaction 156 of type page_view via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
133,668,8,support_ticket,mobile_app,Support Ticket #157,Sample interaction 157 of type support_ticket via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
112,651,8,add_to_cart,store,Add To Cart #158,Sample interaction 158 of type add_to_cart via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
105,342,6,add_to_cart,mobile_app,Add To Cart #159,Sample interaction 159 of type add_to_cart via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
106,711,8,support_ticket,store,Support Ticket #160,Sample interaction 160 of type support_ticket via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
10,466,2,email_open,email,Email Open #161,Sample interaction 161 of type email_open via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
30,792,7,page_view,support,Page View #162,Sample interaction 162 of type page_view via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
106,56,4,email_open,support,Email Open #163,Sample interaction 163 of type email_open via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
161,453,1,review,email,Review #164,Sample interaction 164 of type review via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
34,295,8,store_visit,web,Store Visit #165,Sample interaction 165 of type store_visit via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
250,646,4,purchase,email,Purchase #166,Sample interaction 166 of type purchase via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
4,566,7,add_to_cart,mobile_app,Add To Cart #167,Sample interaction 167 of type add_to_cart via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
119,121,3,store_visit,email,Store Visit #168,Sample interaction 168 of type store_visit via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
181,280,7,store_visit,store,Store Visit #169,Sample interaction 169 of type store_visit via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
117,565,3,email_click,mobile_app,Email Click #170,Sample interaction 170 of type email_click via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
131,765,3,add_to_cart,email,Add To Cart #171,Sample interaction 171 of type add_to_cart via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
88,520,5,page_view,email,Page View #172,Sample interaction 172 of type page_view via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
215,602,8,purchase,store,Purchase #173,Sample interaction 173 of type purchase via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
124,354,6,email_click,store,Email Click #174,Sample interaction 174 of type email_click via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
223,194,4,email_click,mobile_app,Email Click #175,Sample interaction 175 of type email_click via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
12,326,8,email_click,store,Email Click #176,Sample interaction 176 of type email_click via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
127,38,3,email_open,web,Email Open #177,Sample interaction 177 of type email_open via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
26,539,8,page_view,mobile_app,Page View #178,Sample interaction 178 of type page_view via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
223,671,3,add_to_cart,store,Add To Cart #179,Sample interaction 179 of type add_to_cart via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
87,639,7,add_to_cart,email,Add To Cart #180,Sample interaction 180 of type add_to_cart via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
98,325,8,page_view,support,Page View #181,Sample interaction 181 of type page_view via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
61,647,5,review,web,Review #182,Sample interaction 182 of type review via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
26,779,2,store_visit,mobile_app,Store Visit #183,Sample interaction 183 of type store_visit via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
232,30,1,email_open,web,Email Open #184,Sample interaction 184 of type email_open via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
92,384,7,purchase,mobile_app,Purchase #185,Sample interaction 185 of type purchase via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
106,580,3,purchase,mobile_app,Purchase #186,Sample interaction 186 of type purchase via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
157,392,4,store_visit,support,Store Visit #187,Sample interaction 187 of type store_visit via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
60,473,5,store_visit,email,Store Visit #188,Sample interaction 188 of type store_visit via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
231,477,5,purchase,web,Purchase #189,Sample interaction 189 of type purchase via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
242,354,5,email_click,email,Email Click #190,Sample interaction 190 of type email_click via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
217,310,4,email_click,store,Email Click #191,Sample interaction 191 of type email_click via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
61,391,6,support_ticket,email,Support Ticket #192,Sample interaction 192 of type support_ticket via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
213,675,7,support_ticket,web,Support Ticket #193,Sample interaction 193 of type support_ticket via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
222,703,1,store_visit,email,Store Visit #194,Sample interaction 194 of type store_visit via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
156,361,4,review,support,Review #195,Sample interaction 195 of type review via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
174,774,3,add_to_cart,web,Add To Cart #196,Sample interaction 196 of type add_to_cart via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
202,452,1,email_open,mobile_app,Email Open #197,Sample interaction 197 of type email_open via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
233,303,6,email_click,mobile_app,Email Click #198,Sample interaction 198 of type email_click via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
34,553,6,support_ticket,mobile_app,Support Ticket #199,Sample interaction 199 of type support_ticket via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
