order_id,customer_id,store_id,store_type,status,channel,payment_method,order_date,day_of_week,hour_of_day,shipping_city,shipping_province,num_items,total_quantity,total_line_amount,total_discount_amount,num_promotions_applied,target_total_amount
62,86,1,online,confirmed,online,debit,"2023-05-09 10:41:24",3,10,Brampton,Ontario,3,11,1034.51,52.56,1,606.95
63,115,1,online,delivered,online,credit_card,"2024-07-12 16:09:20",6,16,Kingston,Ontario,1,5,95.53,34.32,0,106.85
64,20,2,physical,delivered,store,credit_card,"2023-07-07 12:59:42",6,12,Kitchener,Ontario,2,5,896.85,25.92,0,27.91
65,161,2,physical,delivered,store,credit_card,"2023-07-20 02:50:52",5,2,Kingston,Ontario,4,14,3813.26,219.35,0,37.99
66,184,1,online,delivered,online,credit_card,"2024-11-13 22:47:45",4,22,Brampton,Ontario,3,6,1360.50,107.31,0,795.51
67,109,6,physical,pending,store,credit_card,"2025-10-25 15:30:33",7,15,Kitchener,Ontario,3,9,1711.35,474.12,1,610.01
68,84,1,online,paid,online,other,"2025-04-24 10:32:55",5,10,Kingston,Ontario,5,18,4566.04,1566.92,0,995.06
69,106,1,online,delivered,online,paypal,"2025-07-15 10:26:47",3,10,Kitchener,Ontario,1,4,573.90,56.70,0,1303.42
70,194,1,online,delivered,online,debit,"2025-07-04 13:14:31",6,13,Toronto,Ontario,3,9,1533.18,216.01,0,66.79
71,10,1,online,cancelled,online,cash,"2024-07-23 01:31:07",3,1,Kitchener,Ontario,1,3,1055.70,381.87,1,285.73
72,188,1,online,delivered,online,debit,"2025-10-29 07:53:22",4,7,Mississauga,Ontario,2,3,466.87,29.11,0,250.69
73,208,1,online,delivered,online,credit_card,"2023-07-27 15:20:03",5,15,"Niagara Falls",Ontario,2,10,1504.32,431.98,1,1435.90
74,93,1,online,delivered,online,credit_card,"2024-02-17 05:01:37",7,5,Hamilton,Ontario,2,7,980.17,212.98,2,1428.53
75,51,6,physical,delivered,store,debit,"2025-04-27 03:34:12",1,3,Hamilton,Ontario,5,14,1944.43,492.01,0,266.66
76,106,3,physical,delivered,store,credit_card,"2024-01-16 01:15:48",3,1,Kitchener,Ontario,5,13,998.80,219.58,1,218.75
77,123,1,online,delivered,online,credit_card,"2024-07-27 22:42:27",7,22,London,Ontario,4,10,2806.80,758.75,1,561.09
78,196,1,online,delivered,online,debit,"2023-08-23 17:41:53",4,17,Hamilton,Ontario,1,3,774.10,90.20,1,1354.29
79,65,1,online,delivered,online,credit_card,"2025-03-17 21:47:21",2,21,Kitchener,Ontario,1,3,1015.05,279.51,0,457.82
80,193,9,physical,delivered,store,credit_card,"2024-02-01 07:50:24",5,7,Toronto,Ontario,3,11,2143.12,757.23,2,126.18
81,94,1,online,delivered,online,credit_card,"2024-08-07 06:06:30",4,6,"Niagara Falls",Ontario,1,3,321.85,23.30,0,54.90
82,127,1,online,returned,online,cash,"2025-02-28 16:03:45",6,16,London,Ontario,2,5,818.03,121.59,2,866.80
83,2,1,online,paid,online,cash,"2023-05-30 23:43:56",3,23,Toronto,Ontario,4,10,1997.55,300.06,1,92.78
84,162,1,online,paid,online,paypal,"2025-02-09 05:51:28",1,5,Toronto,Ontario,3,6,1940.30,213.41,0,533.40
85,137,9,physical,delivered,store,gift_card,"2023-08-15 22:30:44",3,22,Hamilton,Ontario,2,7,784.41,181.55,1,1445.23
86,160,1,online,returned,online,cash,"2023-11-17 02:40:55",6,2,Kitchener,Ontario,3,10,1461.62,442.34,0,62.85
87,51,6,physical,delivered,store,credit_card,"2024-10-13 21:15:25",1,21,Kitchener,Ontario,1,3,355.54,32.84,1,65.23
88,225,1,online,delivered,online,cash,"2024-04-08 13:47:05",2,13,Mississauga,Ontario,5,11,2044.36,207.14,2,61.16
89,133,1,online,paid,online,credit_card,"2025-07-24 09:12:31",5,9,London,Ontario,4,12,3897.92,696.76,2,869.01
90,115,1,online,delivered,online,credit_card,"2024-07-25 17:04:11",5,17,Kingston,Ontario,2,6,1475.16,200.91,0,852.65
91,7,1,online,delivered,online,credit_card,"2023-01-28 01:52:57",7,1,Kitchener,Ontario,5,15,4405.41,632.88,1,191.05
92,248,3,physical,delivered,store,cash,"2024-03-27 03:02:39",4,3,Brampton,Ontario,5,15,2343.67,525.54,1,357.59
93,34,1,online,delivered,online,paypal,"2023-03-12 08:08:13",1,8,Toronto,Ontario,2,8,1734.45,664.75,2,178.71
94,229,1,online,delivered,online,credit_card,"2025-03-06 02:43:46",5,2,Toronto,Ontario,4,14,3362.11,533.80,0,273.00
95,192,1,online,delivered,online,credit_card,"2025-03-20 12:14:45",5,12,Mississauga,Ontario,4,11,2644.79,317.48,0,493.50
96,25,1,online,delivered,online,credit_card,"2024-11-25 06:33:36",2,6,Toronto,Ontario,2,6,195.03,14.01,1,831.57
97,115,1,online,delivered,online,credit_card,"2025-07-16 04:54:35",4,4,Kingston,Ontario,4,9,1965.54,127.01,0,1019.64
98,191,4,physical,delivered,store,paypal,"2024-09-23 06:29:29",2,6,Toronto,Ontario,4,10,2263.59,378.83,0,878.39
99,90,8,physical,delivered,store,debit,"2025-08-02 16:29:57",7,16,Toronto,Ontario,4,15,3180.53,702.54,2,36.51
100,197,2,physical,delivered,store,debit,"2025-03-07 03:44:56",6,3,London,Ontario,4,9,1792.55,442.79,0,863.78
101,91,3,physical,paid,store,credit_card,"2025-08-26 06:12:55",3,6,Toronto,Ontario,3,9,2917.46,249.51,1,35.99
102,36,1,online,delivered,online,credit_card,"2025-04-29 15:00:19",3,15,Mississauga,Ontario,5,15,3654.56,706.43,0,20.31
103,58,3,physical,shipped,store,credit_card,"2025-01-02 14:47:04",5,14,Brampton,Ontario,4,16,3053.09,687.49,0,200.78
104,75,1,online,delivered,online,cash,"2025-03-02 01:08:21",1,1,"Niagara Falls",Ontario,3,3,621.60,126.61,0,25.63
105,1,1,online,delivered,online,gift_card,"2024-02-13 02:35:49",3,2,Toronto,Ontario,3,14,2566.43,516.08,0,95.37
106,81,1,online,pending,online,paypal,"2025-07-01 15:58:40",3,15,Toronto,Ontario,3,8,959.55,308.62,2,677.90
107,84,1,online,delivered,online,other,"2024-04-17 05:41:33",4,5,London,Ontario,1,2,943.52,5.78,2,339.84
108,101,1,online,delivered,online,credit_card,"2024-04-03 12:19:39",4,12,Toronto,Ontario,1,3,476.74,152.03,2,150.46
109,13,1,online,shipped,online,credit_card,"2024-01-22 15:45:18",2,15,Toronto,Ontario,1,4,836.75,190.49,2,20.47
110,151,1,online,delivered,online,credit_card,"2023-11-12 21:35:25",1,21,Kingston,Ontario,2,3,415.18,125.82,1,722.37
111,159,8,physical,delivered,store,paypal,"2023-04-12 15:43:53",4,15,London,Ontario,5,14,1827.91,515.50,0,48.15
112,215,1,online,shipped,online,paypal,"2024-10-03 15:46:41",5,15,Toronto,Ontario,2,6,1857.42,211.04,0,630.02
113,131,1,online,confirmed,online,credit_card,"2024-06-03 16:58:50",2,16,Brampton,Ontario,4,16,2006.77,387.06,1,20.13
114,242,7,physical,delivered,store,gift_card,"2024-07-06 16:59:36",7,16,London,Ontario,2,8,2977.09,432.77,1,389.57
115,170,1,online,delivered,online,credit_card,"2024-09-14 09:24:27",7,9,Toronto,Ontario,5,12,1590.33,417.85,0,377.15
116,95,3,physical,paid,store,credit_card,"2024-11-03 02:48:14",1,2,Brampton,Ontario,4,11,806.88,141.68,0,486.75
117,232,6,physical,confirmed,store,credit_card,"2023-08-25 19:50:56",6,19,Kingston,Ontario,1,2,470.75,88.19,1,349.92
118,17,1,online,shipped,online,cash,"2024-07-14 08:38:57",1,8,Kitchener,Ontario,1,4,395.97,108.11,0,420.19
119,174,7,physical,delivered,store,credit_card,"2023-09-18 11:57:23",2,11,London,Ontario,5,18,4928.47,901.58,0,69.42
120,50,1,online,paid,online,other,"2023-01-09 15:14:18",2,15,Kingston,Ontario,2,3,710.11,98.31,1,538.40
121,235,1,online,pending,online,cash,"2024-06-12 00:52:40",4,0,Kingston,Ontario,5,13,2378.24,200.86,1,883.69
122,83,4,physical,delivered,store,cash,"2023-09-04 14:43:42",2,14,Mississauga,Ontario,5,16,1039.66,359.26,0,1418.99
123,87,7,physical,pending,store,debit,"2025-04-21 13:59:11",2,13,Mississauga,Ontario,3,9,3010.63,120.35,1,794.88
124,37,1,online,delivered,online,credit_card,"2025-01-07 11:25:37",3,11,London,Ontario,4,12,2392.43,480.95,1,696.18
125,225,1,online,returned,online,credit_card,"2024-03-25 16:23:02",2,16,Toronto,Ontario,4,14,4769.05,397.53,0,39.39
126,141,1,online,delivered,online,credit_card,"2025-06-06 23:08:21",6,23,Ottawa,Ontario,3,12,1070.82,239.26,0,1382.16
127,121,1,online,delivered,online,credit_card,"2024-03-05 11:25:56",3,11,Kingston,Ontario,5,14,4068.63,961.16,0,1320.68
128,51,3,physical,delivered,store,credit_card,"2025-05-07 08:46:42",4,8,Kitchener,Ontario,1,2,752.41,95.75,0,785.16
129,141,7,physical,delivered,store,gift_card,"2024-03-26 00:13:09",3,0,Ottawa,Ontario,4,11,2099.64,670.35,2,24.63
130,179,6,physical,shipped,store,other,"2023-02-13 11:12:32",2,11,Toronto,Ontario,5,13,4227.86,440.57,1,73.04
131,120,1,online,paid,online,credit_card,"2024-03-13 02:11:31",4,2,Kingston,Ontario,2,5,1742.75,208.90,1,200.42
132,125,1,online,delivered,online,credit_card,"2024-09-22 05:22:07",1,5,Kitchener,Ontario,4,9,1974.45,180.58,1,39.43
133,84,6,physical,paid,store,credit_card,"2024-09-26 00:50:07",5,0,Kingston,Ontario,1,2,722.41,248.49,0,58.38
134,105,5,physical,paid,store,debit,"2023-07-07 11:18:45",6,11,Toronto,Ontario,3,12,3512.39,379.43,0,722.78
135,46,7,physical,paid,store,credit_card,"2024-04-02 16:55:30",3,16,London,Ontario,4,14,3455.00,877.36,1,953.74
136,46,6,physical,delivered,store,paypal,"2024-02-12 20:42:22",2,20,London,Ontario,1,1,129.43,25.01,1,505.73
137,217,1,online,paid,online,credit_card,"2025-09-10 01:51:51",4,1,Toronto,Ontario,5,20,4059.87,526.09,0,525.95
138,145,1,online,confirmed,online,credit_card,"2024-01-05 07:05:44",6,7,Toronto,Ontario,5,11,2827.12,147.90,1,285.94
139,49,1,online,delivered,online,paypal,"2024-04-24 07:41:12",4,7,Kingston,Ontario,1,5,1574.39,224.06,0,196.23
140,13,1,online,delivered,online,cash,"2025-07-07 03:00:10",2,3,Toronto,Ontario,3,11,417.43,80.48,0,1073.63
141,107,1,online,paid,online,cash,"2024-12-31 04:10:15",3,4,Brampton,Ontario,5,15,3293.49,654.22,0,1048.25
142,90,1,online,delivered,online,credit_card,"2025-01-27 14:49:44",2,14,Toronto,Ontario,2,8,2273.27,516.05,1,490.35
143,83,2,physical,delivered,store,credit_card,"2024-08-31 15:52:25",7,15,Mississauga,Ontario,1,3,1034.85,208.20,0,413.27
144,161,1,online,paid,online,credit_card,"2024-10-07 12:36:43",2,12,Kingston,Ontario,3,8,1287.91,336.01,0,377.05
145,27,1,online,delivered,online,credit_card,"2024-10-02 03:46:48",4,3,"Niagara Falls",Ontario,3,6,1635.84,244.30,2,305.25
146,133,1,online,returned,online,credit_card,"2023-10-02 18:12:29",2,18,London,Ontario,3,11,3537.53,884.17,0,65.67
147,109,8,physical,delivered,store,debit,"2023-07-28 08:26:22",6,8,Kitchener,Ontario,2,5,523.18,113.26,0,792.76
148,62,1,online,delivered,online,credit_card,"2024-09-20 04:43:46",6,4,Mississauga,Ontario,4,14,2158.05,361.71,0,193.05
149,104,1,online,paid,online,other,"2023-03-26 19:59:36",1,19,Kitchener,Ontario,1,4,776.10,43.54,2,422.20
150,188,1,online,returned,online,debit,"2023-02-25 17:25:17",7,17,Brampton,Ontario,2,5,1191.82,371.67,0,222.22
151,134,1,online,pending,online,debit,"2025-01-20 18:34:50",2,18,Toronto,Ontario,3,12,4430.69,798.13,1,599.57
152,242,1,online,delivered,online,cash,"2023-11-18 18:11:24",7,18,Kingston,Ontario,3,12,1846.08,451.93,1,99.10
153,27,1,online,confirmed,online,credit_card,"2024-11-01 04:25:24",6,4,Mississauga,Ontario,2,5,1248.06,251.64,1,982.92
154,58,1,online,pending,online,paypal,"2024-01-15 07:38:20",2,7,Brampton,Ontario,1,4,875.53,110.23,2,29.23
155,72,1,online,shipped,online,debit,"2023-05-04 15:46:07",5,15,Toronto,Ontario,5,11,2414.65,340.03,0,210.24
156,111,4,physical,paid,store,gift_card,"2023-04-18 22:50:25",3,22,Kitchener,Ontario,1,5,1021.75,261.95,1,20.47
157,30,1,online,paid,online,cash,"2024-12-18 05:04:13",4,5,Toronto,Ontario,3,8,405.70,108.71,2,43.36
158,197,8,physical,delivered,store,gift_card,"2024-05-18 08:08:27",7,8,Toronto,Ontario,1,4,1697.24,153.68,0,585.34
159,217,3,physical,returned,store,credit_card,"2023-01-18 13:32:41",4,13,Toronto,Ontario,2,10,2114.82,491.18,1,65.61
160,238,2,physical,shipped,store,credit_card,"2023-04-06 18:49:20",5,18,Hamilton,Ontario,4,10,2517.59,788.07,1,376.14
161,199,1,online,shipped,online,debit,"2025-04-30 10:38:42",4,10,"Niagara Falls",Ontario,4,14,2102.50,442.24,2,619.40
162,207,8,physical,delivered,store,debit,"2024-02-20 07:39:07",3,7,"Niagara Falls",Ontario,1,2,31.89,1.15,2,273.94
163,41,1,online,delivered,online,gift_card,"2024-10-19 14:21:13",7,14,Toronto,Ontario,3,14,3143.80,737.40,1,294.06
164,140,1,online,confirmed,online,debit,"2025-02-16 06:55:50",1,6,Kitchener,Ontario,4,12,1136.80,170.40,0,21.36
165,49,1,online,delivered,online,cash,"2024-07-23 09:16:41",3,9,Kingston,Ontario,4,11,2929.99,824.26,1,1030.06
166,197,1,online,shipped,online,paypal,"2023-07-13 17:30:14",5,17,Toronto,Ontario,2,4,994.08,76.50,1,228.42
167,188,6,physical,delivered,store,debit,"2023-08-08 10:56:32",3,10,Brampton,Ontario,3,9,2145.96,431.10,1,27.02
168,168,1,online,returned,online,credit_card,"2025-10-26 05:09:59",1,5,"Niagara Falls",Ontario,3,7,1442.43,211.04,2,112.42
169,35,1,online,shipped,online,credit_card,"2024-08-09 16:04:07",6,16,Kingston,Ontario,1,1,188.85,48.28,1,469.06
170,168,1,online,delivered,online,gift_card,"2024-12-04 10:17:31",4,10,Hamilton,Ontario,5,14,2420.00,720.49,1,195.31
171,87,1,online,delivered,online,credit_card,"2024-05-26 21:49:24",1,21,Mississauga,Ontario,3,10,1353.30,265.71,0,114.36
172,237,5,physical,cancelled,store,debit,"2025-02-08 23:18:06",7,23,Mississauga,Ontario,4,9,1472.62,432.01,0,752.93
173,14,1,online,delivered,online,debit,"2023-09-15 03:44:26",6,3,Toronto,Ontario,2,4,1326.67,75.34,0,36.54
174,81,1,online,delivered,online,gift_card,"2023-04-03 15:30:06",2,15,Kitchener,Ontario,2,7,1332.21,396.12,0,936.03
175,39,1,online,delivered,online,credit_card,"2023-03-08 05:04:55",4,5,Mississauga,Ontario,4,8,1033.71,328.20,2,1211.56
176,210,1,online,shipped,online,credit_card,"2023-01-30 22:02:33",2,22,Brampton,Ontario,1,5,751.26,246.69,1,181.80
177,97,1,online,confirmed,online,gift_card,"2024-07-30 23:07:44",3,23,Brampton,Ontario,1,4,955.14,392.50,1,946.23
178,72,9,physical,delivered,store,credit_card,"2024-04-29 21:58:12",2,21,Toronto,Ontario,1,4,692.04,187.76,1,159.67
179,134,9,physical,paid,store,cash,"2024-06-09 16:21:50",1,16,Toronto,Ontario,5,18,3089.41,659.34,1,512.40
180,100,5,physical,delivered,store,paypal,"2023-08-24 08:31:37",5,8,Kingston,Ontario,1,4,1568.13,332.63,0,1054.74
181,234,7,physical,returned,store,gift_card,"2025-07-26 13:23:32",7,13,Hamilton,Ontario,5,18,1940.56,710.46,0,126.16
182,223,6,physical,returned,store,credit_card,"2024-09-12 05:20:34",5,5,Ottawa,Ontario,3,8,2369.21,403.01,0,95.55
183,217,1,online,cancelled,online,credit_card,"2023-01-16 21:27:07",2,21,Toronto,Ontario,1,5,876.87,295.38,0,73.77
184,20,2,physical,cancelled,store,debit,"2024-01-03 14:55:52",4,14,Kitchener,Ontario,3,9,2230.32,566.77,0,617.99
185,77,8,physical,shipped,store,credit_card,"2023-04-11 03:28:48",3,3,London,Ontario,4,11,2446.01,581.20,0,955.63
186,70,1,online,paid,online,credit_card,"2025-11-16 21:38:38",1,21,Kitchener,Ontario,2,6,173.52,35.73,1,1462.69
187,171,1,online,paid,online,cash,"2025-06-09 02:54:46",2,2,Brampton,Ontario,4,14,3203.89,646.14,2,35.99
188,137,7,physical,paid,store,paypal,"2025-06-14 16:39:21",7,16,Hamilton,Ontario,1,4,1438.44,546.84,0,455.88
189,194,6,physical,delivered,store,credit_card,"2024-10-30 07:52:44",4,7,Mississauga,Ontario,4,16,3797.14,692.75,1,775.99
190,175,1,online,delivered,online,debit,"2025-05-30 23:32:11",6,23,Brampton,Ontario,5,14,3886.15,313.49,0,1027.24
191,58,2,physical,confirmed,store,gift_card,"2023-12-24 19:59:52",1,19,Brampton,Ontario,3,11,2840.01,594.33,1,37.00
192,13,5,physical,pending,store,debit,"2025-04-05 00:24:22",7,0,Toronto,Ontario,2,3,631.63,148.54,2,376.66
193,249,1,online,delivered,online,debit,"2024-07-10 05:55:35",4,5,Toronto,Ontario,5,16,4631.03,986.28,2,300.27
194,111,9,physical,paid,store,debit,"2024-08-28 12:17:15",4,12,Kitchener,Ontario,2,2,654.41,57.54,1,156.17
195,38,1,online,delivered,online,credit_card,"2023-02-16 12:05:53",5,12,Hamilton,Ontario,1,5,1282.11,112.99,2,110.15
196,219,1,online,confirmed,online,debit,"2024-01-21 03:43:16",1,3,Mississauga,Ontario,2,3,325.53,70.02,2,1059.77
197,112,2,physical,shipped,store,credit_card,"2024-06-18 11:35:14",3,11,London,Ontario,2,6,759.38,49.00,0,30.86
198,69,6,physical,paid,store,paypal,"2025-08-20 17:57:17",4,17,Kitchener,Ontario,1,3,89.28,27.33,0,553.03
199,199,1,online,delivered,online,credit_card,"2023-09-30 03:40:52",7,3,"Niagara Falls",Ontario,2,4,1469.61,217.71,0,522.14
200,204,4,physical,delivered,store,cash,"2023-12-29 05:33:57",6,5,London,Ontario,4,8,1551.77,377.25,0,97.97
201,147,1,online,confirmed,online,debit,"2023-04-27 20:24:26",5,20,Mississauga,Ontario,5,15,2010.16,245.37,0,21.09
202,243,5,physical,shipped,store,debit,"2024-05-23 17:59:44",5,17,Kingston,Ontario,5,15,1720.04,390.12,0,120.04
203,150,9,physical,shipped,store,credit_card,"2024-09-27 03:54:24",6,3,Toronto,Ontario,5,18,3870.49,292.03,0,1130.79
204,111,1,online,delivered,online,debit,"2025-07-30 06:49:02",4,6,Kitchener,Ontario,1,5,31.50,4.05,0,811.74
205,229,3,physical,paid,store,other,"2023-11-07 02:03:34",3,2,Toronto,Ontario,1,2,290.73,25.47,1,39.36
206,197,1,online,cancelled,online,paypal,"2023-05-03 04:22:09",4,4,Toronto,Ontario,3,9,2119.15,532.71,1,1305.76
207,59,1,online,delivered,online,credit_card,"2025-09-24 21:35:53",4,21,Kingston,Ontario,1,5,767.50,13.90,1,20.37
208,141,1,online,delivered,online,debit,"2023-10-06 16:56:32",6,16,Ottawa,Ontario,2,4,191.79,74.38,0,521.85
209,35,1,online,shipped,online,credit_card,"2025-08-25 00:32:52",2,0,Kingston,Ontario,1,2,693.41,92.13,0,421.66
210,75,1,online,paid,online,gift_card,"2024-11-07 02:07:48",5,2,"Niagara Falls",Ontario,4,17,3588.49,869.94,1,622.74
